PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,IsAlone,AgeGroup
92,0,3,1,20.0,0,0,2.180891922715322,0,4,1,1,2
93,0,1,1,46.0,1,0,4.1299529896894684,0,4,2,0,3
94,0,3,1,26.0,1,2,3.0715352369694915,0,4,4,0,2
95,0,3,1,59.0,0,0,2.1102132003465894,0,4,1,1,3
96,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
97,0,1,1,71.0,0,0,3.57386695198272,1,4,1,1,4
98,1,1,1,23.0,0,1,4.164465907853638,1,4,2,0,2
99,1,2,0,34.0,0,1,3.1780538303479458,0,5,2,0,2
100,0,2,1,34.0,1,0,3.295836866004329,0,4,2,0,2
101,0,3,0,28.0,0,0,2.1855792552411137,0,1,1,1,2
102,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
103,0,1,1,21.0,0,1,4.360387947851531,0,4,2,0,2
104,0,3,1,33.0,0,0,2.267393053825037,0,4,1,1,2
105,0,3,1,37.0,2,0,2.188856327665703,0,4,3,0,3
106,0,3,1,28.0,0,0,2.1855792552411137,0,4,1,1,2
107,1,3,0,21.0,0,0,2.157559320943788,0,1,1,1,2
108,1,3,1,29.69911764705882,0,0,2.1719067693519296,0,4,1,1,2
109,0,3,1,38.0,0,0,2.1855792552411137,0,4,1,1,3
110,1,3,0,29.69911764705882,1,0,3.224857896545748,2,1,2,0,2
111,0,1,1,47.0,0,0,3.970291913552122,0,4,1,1,3
112,0,3,0,14.5,1,0,2.737880811060884,1,1,2,0,1
113,0,3,1,22.0,0,0,2.2027647577118348,0,4,1,1,2
114,0,3,0,20.0,1,0,2.3818582738885534,0,1,2,0,2
115,0,3,0,17.0,0,0,2.738146075922933,1,1,1,1,1
116,0,3,1,21.0,0,0,2.188856327665703,0,4,1,1,2
117,0,3,1,70.5,0,0,2.169053700369523,2,4,1,1,4
118,0,2,1,29.0,1,0,3.091042453358316,0,4,2,0,2
119,0,1,1,24.0,0,1,5.515526544247129,1,4,2,0,2
120,0,3,0,2.0,4,2,3.4742929367327062,0,1,7,0,0
121,0,2,1,21.0,2,0,4.310799125385514,0,4,3,0,2
122,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
123,0,2,1,32.5,1,0,3.436268471383741,1,4,2,0,2
124,1,2,0,32.5,0,0,2.6390573296152584,0,1,1,1,2
125,0,1,1,54.0,0,1,4.360387947851531,0,4,2,0,3
126,1,3,1,12.0,1,0,2.5048481563289,1,0,2,0,0
127,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
128,1,3,1,24.0,0,0,2.0969990034181696,0,4,1,1,2
129,1,3,0,29.69911764705882,1,1,3.1509523813392697,1,1,3,0,2
130,0,3,1,45.0,0,0,2.076311648670908,0,4,1,1,3
131,0,3,1,33.0,0,0,2.1855792552411137,1,4,1,1,2
132,0,3,1,20.0,0,0,2.0856720914304723,0,4,1,1,2
133,0,3,0,47.0,1,0,2.740840023925201,0,5,2,0,3
134,1,2,0,29.0,1,0,3.295836866004329,0,5,2,0,2
135,0,2,1,25.0,0,0,2.6390573296152584,0,4,1,1,2
136,0,2,1,23.0,0,0,2.775447133088262,1,4,1,1,2
137,1,1,0,19.0,0,2,3.3062747934011893,0,1,3,0,2
138,0,1,1,37.0,1,0,3.9908341858524357,0,4,2,0,3
139,0,3,1,16.0,0,0,2.3240236363515288,0,4,1,1,1
140,0,1,1,24.0,0,0,4.384523514872469,1,4,1,1,2
141,0,3,0,29.69911764705882,0,2,2.7878344138303452,1,5,3,0,2
142,1,3,0,22.0,0,0,2.169053700369523,0,1,1,1,2
143,1,3,0,24.0,1,0,2.8243506567983707,0,5,2,0,2
144,0,3,1,19.0,0,0,2.0476928433652555,2,4,1,1,2
145,0,2,1,18.0,0,0,2.5257286443082556,0,4,1,1,1
146,0,2,1,19.0,1,1,3.6309854756950335,0,4,3,0,2
147,1,3,1,27.0,0,0,2.174274334826008,0,4,1,1,2
148,0,3,0,9.0,2,2,3.5660053559634015,0,1,5,0,0
149,0,2,1,36.5,0,2,3.295836866004329,0,4,3,0,3
150,0,2,1,42.0,0,0,2.6390573296152584,0,7,1,1,3
151,0,2,1,51.0,0,0,2.6045398247325453,0,7,1,1,3
152,1,1,0,22.0,1,0,4.213607983048918,0,5,2,0,2
153,0,3,1,55.5,0,0,2.2027647577118348,0,4,1,1,3
154,0,3,1,40.5,0,2,2.740840023925201,0,4,3,0,3
155,0,3,1,29.69911764705882,0,0,2.1177604059819726,0,4,1,1,2
156,0,1,1,51.0,0,1,4.133231886474144,1,4,2,0,3
157,1,3,0,16.0,0,0,2.167143305297764,2,1,1,1,1
158,0,3,1,30.0,0,0,2.2027647577118348,0,4,1,1,2
159,0,3,1,29.69911764705882,0,0,2.2682524139135403,0,4,1,1,2
160,0,3,1,29.69911764705882,8,2,4.256321678298823,0,0,11,0,2
161,0,3,1,44.0,0,1,2.8390784635086144,0,4,2,0,3
162,1,2,0,40.0,0,0,2.8183982582710754,0,5,1,1,3
163,0,3,1,26.0,0,0,2.1719067693519296,0,4,1,1,2
164,0,3,1,17.0,0,0,2.2682524139135403,0,4,1,1,1
165,0,3,1,1.0,4,1,3.705920919968788,0,0,6,0,0
166,1,3,1,9.0,0,2,3.0692150503137943,0,0,3,0,0
167,1,1,0,29.69911764705882,0,1,4.02535169073515,0,5,2,0,2
168,0,3,0,45.0,1,4,3.3638415951183864,0,5,6,0,3
169,0,1,1,29.69911764705882,0,0,3.2930552230424524,0,4,1,1,2
170,0,3,1,28.0,0,0,4.05171190165724,0,4,1,1,2
171,0,1,1,61.0,0,0,3.5409593240373143,0,4,1,1,4
172,0,3,1,4.0,4,1,3.405355391810819,2,0,6,0,0
173,1,3,0,1.0,1,1,2.495953738718064,0,1,3,0,0
174,0,3,1,21.0,0,0,2.188856327665703,0,4,1,1,2
175,0,1,1,56.0,0,0,3.4561841799918147,1,4,1,1,3
176,0,3,1,18.0,1,1,2.180891922715322,0,4,3,0,1
177,0,3,1,29.69911764705882,3,1,3.275887339030031,0,0,5,0,2
178,0,1,0,50.0,0,0,3.391567832686312,1,1,1,1,3
179,0,2,1,30.0,0,0,2.6390573296152584,0,4,1,1,2
180,0,3,1,36.0,0,0,0.0,0,4,1,1,3
181,0,3,0,29.69911764705882,8,2,4.256321678298823,0,1,11,0,2
182,0,2,1,29.69911764705882,0,0,2.775708849576025,1,4,1,1,2
183,0,3,1,9.0,4,2,3.4777725458882283,0,0,7,0,0
184,1,2,1,1.0,2,1,3.6888794541139363,0,0,4,0,0
185,1,3,0,4.0,0,2,3.1365805821413706,0,1,3,0,0
186,0,1,1,29.69911764705882,0,0,3.9318256327243257,0,4,1,1,2
187,1,3,0,29.69911764705882,1,0,2.803360380906535,2,5,2,0,2
188,1,1,1,45.0,0,0,3.3160025355989236,0,4,1,1,3
189,0,3,1,40.0,1,1,2.803360380906535,2,4,3,0,3
190,0,3,1,36.0,0,0,2.1855792552411137,0,4,1,1,3
191,1,2,0,32.0,0,0,2.6390573296152584,0,5,1,1,2
192,0,2,1,19.0,0,0,2.6390573296152584,0,4,1,1,2
193,1,3,0,19.0,1,0,2.180891922715322,0,1,2,0,2
194,1,2,1,3.0,1,1,3.295836866004329,0,0,3,0,0
195,1,1,0,44.0,0,0,3.357621598945279,1,5,1,1,3
196,1,1,0,58.0,0,0,4.993969182787072,1,1,1,1,3
197,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
198,0,3,1,42.0,0,1,2.2411563979973974,0,4,2,0,3
199,1,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
200,0,2,0,24.0,0,0,2.6390573296152584,0,1,1,1,2
201,0,3,1,28.0,0,0,2.3513752571634776,0,4,1,1,2
202,0,3,1,29.69911764705882,8,2,4.256321678298823,0,4,11,0,2
203,0,3,1,34.0,0,0,2.0143428636837015,0,4,1,1,2
204,0,3,1,45.5,0,0,2.1071782966514356,1,4,1,1,3
205,1,3,1,18.0,0,0,2.2027647577118348,0,4,1,1,1
206,0,3,0,2.0,0,1,2.4390808375825834,0,1,2,0,0
207,0,3,1,32.0,1,0,2.8243506567983707,0,4,2,0,2
208,1,3,1,26.0,0,0,2.9850504252071306,1,4,1,1,2
209,1,3,0,16.0,0,0,2.169053700369523,2,1,1,1,1
210,1,1,1,40.0,0,0,3.4657359027997265,1,4,1,1,3
211,0,3,1,24.0,0,0,2.0856720914304723,0,4,1,1,2
212,1,2,0,35.0,0,0,3.091042453358316,0,1,1,1,2
213,0,3,1,22.0,0,0,2.1102132003465894,0,4,1,1,2
214,0,2,1,30.0,0,0,2.6390573296152584,0,4,1,1,2
215,0,3,1,29.69911764705882,1,0,2.169053700369523,2,4,2,0,2
216,1,1,0,31.0,1,0,4.738607824217808,1,1,2,0,2
217,1,3,0,27.0,0,0,2.188856327665703,0,1,1,1,2
218,0,2,1,42.0,1,0,3.332204510175204,0,4,2,0,3
219,1,1,0,32.0,0,0,4.347586575960343,1,1,1,1,2
220,0,2,1,30.0,0,0,2.4423470353692043,0,4,1,1,2
221,1,3,1,16.0,0,0,2.2027647577118348,0,4,1,1,1
222,0,2,1,27.0,0,0,2.6390573296152584,0,4,1,1,2
223,0,3,1,51.0,0,0,2.2027647577118348,0,4,1,1,3
224,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
225,1,1,1,38.0,1,0,4.51085950651685,0,4,2,0,3
226,0,3,1,22.0,0,0,2.336986519711378,0,4,1,1,2
227,1,2,1,19.0,0,0,2.4423470353692043,0,4,1,1,2
228,0,3,1,20.5,0,0,2.1102132003465894,0,4,1,1,2
229,0,2,1,18.0,0,0,2.6390573296152584,0,4,1,1,1
230,0,3,0,29.69911764705882,3,1,3.275887339030031,0,1,5,0,2
231,1,1,0,35.0,1,0,4.436455632600354,0,5,2,0,2
232,0,3,1,29.0,0,0,2.1719067693519296,0,4,1,1,2
233,0,2,1,59.0,0,0,2.6741486494265287,0,4,1,1,3
234,1,3,0,5.0,4,2,3.4777725458882283,0,1,7,0,0
235,0,2,1,24.0,0,0,2.4423470353692043,0,4,1,1,2
236,0,3,0,29.69911764705882,0,0,2.145931282948669,0,1,1,1,2
237,0,2,1,44.0,1,0,3.295836866004329,0,4,2,0,3
238,1,2,0,8.0,0,2,3.305053521109253,0,1,3,0,0
239,0,2,1,19.0,0,0,2.4423470353692043,0,4,1,1,2
240,0,2,1,33.0,0,0,2.5858825671280026,0,4,1,1,2
241,0,3,0,29.69911764705882,1,0,2.737880811060884,1,1,2,0,2
242,1,3,0,29.69911764705882,1,0,2.803360380906535,2,1,2,0,2
243,0,2,1,29.0,0,0,2.4423470353692043,0,4,1,1,2
244,0,3,1,22.0,0,0,2.094945728215801,0,4,1,1,2
245,0,3,1,30.0,0,0,2.1071782966514356,1,4,1,1,2
246,0,1,1,44.0,2,0,4.51085950651685,2,7,3,0,3
247,0,3,0,25.0,0,0,2.1719067693519296,0,1,1,1,2
248,1,2,0,24.0,0,2,2.740840023925201,0,5,3,0,2
249,1,1,1,37.0,1,1,3.9806942251907276,0,4,3,0,3
250,0,2,1,54.0,1,0,3.295836866004329,0,7,2,0,3
251,0,3,1,29.69911764705882,0,0,2.1102132003465894,0,4,1,1,2
252,0,3,0,29.0,1,1,2.4390808375825834,0,5,3,0,2
253,0,1,1,62.0,0,0,3.3160025355989236,0,4,1,1,4
254,0,3,1,30.0,1,0,2.8390784635086144,0,4,2,0,2
255,0,3,0,41.0,0,2,3.0545906305603445,0,5,3,0,3
256,1,3,0,29.0,0,2,2.7878344138303452,1,5,3,0,2
257,1,1,0,29.69911764705882,0,0,4.384523514872469,1,5,1,1,2
258,1,1,0,30.0,0,0,4.471638793363569,0,1,1,1,2
259,1,1,0,35.0,0,0,6.240917354759096,1,1,1,1,2
260,1,2,0,50.0,0,1,3.295836866004329,0,5,2,0,3
261,0,3,1,29.69911764705882,0,0,2.169053700369523,2,4,1,1,2
262,1,3,1,3.0,4,2,3.4777725458882283,0,0,7,0,0
263,0,1,1,52.0,1,1,4.390118804571218,0,4,3,0,3
264,0,1,1,40.0,0,0,0.0,0,4,1,1,3
265,0,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
266,0,2,1,36.0,0,0,2.4423470353692043,0,4,1,1,3
267,0,3,1,16.0,4,1,3.705920919968788,0,4,6,0,1
268,1,3,1,25.0,1,0,2.1719067693519296,0,4,2,0,2
269,1,1,0,58.0,0,1,5.039951348430309,0,5,2,0,3
270,1,1,0,35.0,0,0,4.91730069488021,0,1,1,1,2
271,0,1,1,29.69911764705882,0,0,3.4657359027997265,0,4,1,1,2
272,1,3,1,25.0,0,0,0.0,0,4,1,1,2
273,1,2,0,41.0,0,1,3.0204248861443626,0,5,2,0,3
274,0,1,1,37.0,0,1,3.4242626545931514,1,4,2,0,3
275,1,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
276,1,1,0,63.0,1,0,4.368919865004903,0,1,2,0,4
277,0,3,0,45.0,0,0,2.169053700369523,0,1,1,1,3
278,0,2,1,29.69911764705882,0,0,0.0,0,4,1,1,2
279,0,3,1,7.0,4,1,3.405355391810819,2,0,6,0,0
280,1,3,0,35.0,1,1,3.056356895370426,0,5,3,0,2
281,0,3,1,65.0,0,0,2.169053700369523,2,4,1,1,4
282,0,3,1,28.0,0,0,2.180891922715322,0,4,1,1,2
283,0,3,1,16.0,0,0,2.3513752571634776,0,4,1,1,1
284,1,3,1,19.0,0,0,2.2027647577118348,0,4,1,1,2
285,0,1,1,29.69911764705882,0,0,3.295836866004329,0,4,1,1,2
286,0,3,1,33.0,0,0,2.2682524139135403,1,4,1,1,2
287,1,3,1,30.0,0,0,2.3513752571634776,0,4,1,1,2
288,0,3,1,22.0,0,0,2.1855792552411137,0,4,1,1,2
289,1,2,1,42.0,0,0,2.6390573296152584,0,4,1,1,3
290,1,3,0,22.0,0,0,2.169053700369523,2,1,1,1,2
291,1,1,0,26.0,0,0,4.380149874661021,0,1,1,1,2
292,1,1,0,19.0,1,0,4.5226490762785785,1,5,2,0,2
293,0,2,1,36.0,0,0,2.630088659632498,1,4,1,1,3
294,0,3,0,24.0,0,0,2.2874714551839976,0,1,1,1,2
295,0,3,1,24.0,0,0,2.1855792552411137,0,4,1,1,2
296,0,1,1,29.69911764705882,0,0,3.357621598945279,1,4,1,1,2
297,0,3,1,23.5,0,0,2.1076888046179385,1,4,1,1,2
298,0,1,0,2.0,1,2,5.027492411162679,0,1,4,0,0
299,1,1,1,29.69911764705882,0,0,3.449987545831587,0,4,1,1,2
300,1,1,0,50.0,0,1,5.515526544247129,1,5,2,0,3
301,1,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
302,1,3,1,29.69911764705882,2,0,3.188416617383492,2,4,3,0,2
303,0,3,1,19.0,0,0,0.0,0,4,1,1,2
304,1,2,0,29.69911764705882,0,0,2.5915163848462583,2,1,1,1,2
305,0,3,1,29.69911764705882,0,0,2.2027647577118348,0,4,1,1,2
306,1,1,1,0.92,1,2,5.027492411162679,0,0,4,0,0
307,1,1,0,29.69911764705882,0,0,4.717456363787216,1,1,1,1,2
308,1,1,0,17.0,1,0,4.699570861409576,1,5,2,0,1
309,0,2,1,30.0,1,0,3.2188758248682006,1,4,2,0,2
310,1,1,0,30.0,0,0,4.0592215752427645,1,1,1,1,2
311,1,1,0,24.0,0,0,4.432699549165613,1,1,1,1,2
312,1,1,0,18.0,2,2,5.5735788721243535,1,1,5,0,1
313,0,2,0,26.0,1,1,3.295836866004329,0,5,3,0,2
314,0,3,1,28.0,0,0,2.1855792552411137,0,4,1,1,2
315,0,2,1,43.0,1,1,3.305053521109253,0,4,3,0,3
316,1,3,0,26.0,0,0,2.180891922715322,0,1,1,1,2
317,1,2,0,24.0,1,0,3.295836866004329,0,5,2,0,2
318,0,2,1,54.0,0,0,2.70805020110221,0,7,1,1,3
319,1,1,0,31.0,0,2,5.11118445372147,0,1,3,0,2
320,1,1,0,40.0,1,1,4.908971640319756,1,5,3,0,3
321,0,3,1,22.0,0,0,2.1102132003465894,0,4,1,1,2
322,0,3,1,27.0,0,0,2.1855792552411137,0,4,1,1,2
323,1,2,0,30.0,0,0,2.5915163848462583,2,1,1,1,2
324,1,2,0,22.0,1,1,3.4011973816621555,0,5,3,0,2
325,0,3,1,29.69911764705882,8,2,4.256321678298823,0,4,11,0,2
326,1,1,0,36.0,0,0,4.91730069488021,1,1,1,1,3
327,0,3,1,61.0,0,0,1.9792758428991135,0,4,1,1,4
328,1,2,0,36.0,0,0,2.6390573296152584,0,5,1,1,3
329,1,3,0,31.0,1,1,3.0692150503137943,0,5,3,0,2
330,1,1,0,16.0,0,1,4.077184839375167,1,1,2,0,1
331,1,3,0,29.69911764705882,2,0,3.188416617383492,2,1,3,0,2
332,0,1,1,45.5,0,0,3.3843902633457743,0,4,1,1,3
333,0,1,1,38.0,0,1,5.039951348430309,0,4,2,0,3
334,0,3,1,16.0,2,0,2.9444389791664403,0,4,3,0,1
335,1,1,0,29.69911764705882,1,0,4.902678819257608,0,5,2,0,2
336,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
337,0,1,1,29.0,1,0,4.213607983048918,0,4,2,0,2
338,1,1,0,41.0,0,0,4.908971640319756,1,1,1,1,3
339,1,3,1,45.0,0,0,2.2027647577118348,0,4,1,1,3
340,0,1,1,45.0,0,0,3.597312260588446,0,4,1,1,3
341,1,2,1,2.0,1,1,3.295836866004329,0,0,3,0,0
342,1,1,0,24.0,3,2,5.575949103146316,0,1,6,0,2
343,0,2,1,28.0,0,0,2.6390573296152584,0,4,1,1,2
344,0,2,1,25.0,0,0,2.6390573296152584,0,4,1,1,2
345,0,2,1,36.0,0,0,2.6390573296152584,0,4,1,1,3
346,1,2,0,24.0,0,0,2.6390573296152584,0,1,1,1,2
347,1,2,0,40.0,0,0,2.6390573296152584,0,1,1,1,3
348,1,3,0,29.69911764705882,1,0,2.8390784635086144,0,5,2,0,2
349,1,3,1,3.0,1,1,2.8273136219290276,0,0,3,0,0
350,0,3,1,42.0,0,0,2.2682524139135403,0,4,1,1,3
351,0,3,1,23.0,0,0,2.3248357019288655,0,4,1,1,2
352,0,1,1,29.69911764705882,0,0,3.58351893845611,0,4,1,1,2
353,0,3,1,15.0,1,1,2.1076888046179385,1,4,3,0,1
354,0,3,1,25.0,1,0,2.9338568698359038,0,4,2,0,2
355,0,3,1,29.69911764705882,0,0,2.1071782966514356,1,4,1,1,2
356,0,3,1,28.0,0,0,2.3513752571634776,0,4,1,1,2
357,1,1,0,22.0,0,1,4.02535169073515,0,1,2,0,2
358,0,2,0,38.0,0,0,2.6390573296152584,0,1,1,1,3
359,1,3,0,29.69911764705882,0,0,2.1837114628556327,2,1,1,1,2
360,1,3,0,29.69911764705882,0,0,2.1837114628556327,2,1,1,1,2
361,0,3,1,40.0,1,4,3.3638415951183864,0,4,6,0,3
362,0,2,1,29.0,1,0,3.357621598945279,1,4,2,0,2
363,0,3,0,45.0,0,1,2.737880811060884,1,5,2,0,3
364,0,3,1,35.0,0,0,2.0856720914304723,0,4,1,1,2
365,0,3,1,29.69911764705882,1,0,2.803360380906535,2,4,2,0,2
366,0,3,1,30.0,0,0,2.1102132003465894,0,4,1,1,2
367,1,1,0,60.0,1,0,4.334017415487521,1,5,2,0,3
368,1,3,0,29.69911764705882,0,0,2.1076888046179385,1,5,1,1,2
369,1,3,0,29.69911764705882,0,0,2.169053700369523,2,1,1,1,2
370,1,1,0,24.0,0,0,4.252771798816619,1,3,1,1,2
371,1,1,1,25.0,1,0,4.0332082470129285,1,4,2,0,2
372,0,3,1,18.0,1,0,2.0143428636837015,0,4,2,0,1
373,0,3,1,19.0,0,0,2.2027647577118348,0,4,1,1,2
374,0,1,1,22.0,0,0,4.91730069488021,1,4,1,1,2
375,0,3,0,3.0,3,1,3.0944457464900235,0,1,5,0,0
376,1,1,0,29.69911764705882,1,0,4.420896324687287,1,5,2,0,2
377,1,3,0,22.0,0,0,2.1102132003465894,0,1,1,1,2
378,0,1,1,27.0,0,2,5.358941988364472,1,4,3,0,2
379,0,3,1,20.0,0,0,1.6119347926326877,1,4,1,1,2
380,0,3,1,19.0,0,0,2.1719067693519296,0,4,1,1,2
381,1,1,0,42.0,0,0,5.4316456135398825,1,1,1,1,3
382,1,3,0,1.0,0,2,2.817902613071225,1,1,3,0,0
383,0,3,1,32.0,0,0,2.188856327665703,0,4,1,1,2
384,1,1,0,35.0,1,0,3.970291913552122,0,5,2,0,2
385,0,3,1,29.69911764705882,0,0,2.1855792552411137,0,4,1,1,2
386,0,2,1,18.0,0,0,4.310799125385514,0,4,1,1,1
387,0,3,1,1.0,5,2,3.8691155044168695,0,0,8,0,0
388,1,2,0,36.0,0,0,2.6390573296152584,0,1,1,1,3
389,0,3,1,29.69911764705882,0,0,2.1666737276227077,2,4,1,1,2
390,1,2,0,17.0,0,0,2.5649493574615367,1,1,1,1,1
391,1,1,1,36.0,1,2,4.795790545596741,0,4,4,0,3
392,1,3,1,21.0,0,0,2.174274334826008,0,4,1,1,2
393,0,3,1,28.0,2,0,2.188856327665703,0,4,3,0,2
